,product_name,year_month_m,warehouse_inventory,inventory_cost_per_unit
923,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201705,0,2.17602
924,Nike Men's Kobe IX Elite Low Basketball Shoe,201705,5,1.186
925,Ogio Race Golf Shoes,201705,1,2.00431
926,insta-bed Neverflat Air Mattress,201705,1,0.98524
927,GolfBuddy VT3 GPS Watch,201705,0,1.99227
928,Merrell Women's Grassbow Sport Waterproof Hik,201705,1,1.22668
929,Titleist Small Wheeled Travel Cover,201705,0,1.80667
930,Polar Loop Activity Tracker,201705,0,1.21978
931,Pelican Maverick 100X Kayak,201705,0,1.33469
932,Garmin Approach S4 Golf GPS Watch,201705,0,0.46402
933,Total Gym 1400,201705,0,0.52282
934,Garmin Forerunner 910XT GPS Watch,201705,0,1.92208
935,Titleist Club Glove Travel Cover,201705,0,0.80747
936,GoPro HERO3+ Black Edition Camera,201705,0,1.37316
937,Diamondback Boys' Insight 24 Performance Hybr,201705,0,2.12764
938,Diamondback Girls' Clarity 24 Hybrid Bike 201,201705,0,1.78541
939,Stiga Master Series ST3100 Competition Indoor,201705,0,2.24771
940,SOLE E35 Elliptical,201705,2,1.73186
941,Bushnell Pro X7 Jolt Slope Rangefinder,201705,19,1.65231
942,SOLE E25 Elliptical,201705,17,1.01005
943,Bowflex SelectTech 1090 Dumbbells,201705,21,1.96555
944,Perfect Fitness Perfect Rip Deck,201704,621,0.88657
945,Nike Men's Dri-FIT Victory Golf Polo,201704,159,0.15548
946,O'Brien Men's Neoprene Life Vest,201704,583,0.94685
947,Nike Men's Free 5.0+ Running Shoe,201704,159,1.00909
948,Under Armour Girls' Toddler Spine Surge Runni,201704,141,1.15101
949,Nike Men's CJ Elite 2 TD Football Cleat,201704,93,0.57969
950,Field & Stream Sportsman 16 Gun Fire Safe,201704,8,2.18091
951,Pelican Sunstream 100 Kayak,201704,23,0.57375
952,Diamondback Women's Serene Classic Comfort Bi,201704,91,1.38641
953,ENO Atlas Hammock Straps,201704,3,1.91688
954,Nike Men's Comfort 2 Slide,201704,5,1.64608
955,adidas Youth Germany Black/Red Away Match Soc,201704,5,0.45392
956,Team Golf St. Louis Cardinals Putter Grip,201704,0,2.04675
957,LIJA Women's Eyelet Sleeveless Golf Polo,201704,1,1.43792
958,adidas Men's F10 Messi TRX FG Soccer Cleat,201704,12,1.48586
959,Glove It Women's Imperial Golf Glove,201704,0,1.07625
960,Glove It Imperial Golf Towel,201704,1,1.99705
961,Bridgestone e6 Straight Distance NFL Carolina,201704,2,1.44117
962,Glove It Women's Mod Oval 3-Zip Carry All Gol,201704,0,0.35899
963,Columbia Men's PFG Anchor Tough T-Shirt,201704,14,1.03225
964,Under Armour Women's Ignite Slide,201704,0,0.6306
965,Team Golf Tennessee Volunteers Putter Grip,201704,0,1.1631
966,Titleist Pro V1x High Numbers Personalized Go,201704,0,0.76759
967,Nike Men's Deutschland Weltmeister Winners Bl,201704,1,0.95976
968,Bridgestone e6 Straight Distance NFL San Dieg,201704,7,1.86183
969,Nike Women's Tempo Shorts,201704,0,2.26924
970,Team Golf Texas Longhorns Putter Grip,201704,1,0.6314
971,Hirzl Women's Soffft Flex Golf Glove,201704,6,1.77448
972,Clicgear 8.0 Shoe Brush,201704,6,1.74432
973,Hirzl Women's Hybrid Golf Glove,201704,2,1.24024
974,Team Golf Pittsburgh Steelers Putter Grip,201704,6,2.11459
975,Top Flite Women's 2017 XL Hybrid,201704,0,2.2896
976,Glove It Urban Brick Golf Towel,201704,0,0.79354
977,Nike Dri-FIT Crew Sock 6 Pack,201704,5,2.08529
978,TYR Boys' Team Digi Jammer,201704,4,2.11785
979,Team Golf San Francisco Giants Putter Grip,201704,20,0.20438
980,Clicgear Rovic Cooler Bag,201704,1,0.3143
981,Hirzl Men's Hybrid Golf Glove,201704,0,0.88292
982,Titleist Pro V1x Golf Balls,201704,0,0.88397
983,adidas Men's Germany Black Crest Away Tee,201704,0,2.34503
984,Titleist Pro V1 High Numbers Personalized Gol,201704,2,1.82
985,Under Armour Women's Micro G Skulpt Running S,201704,0,0.69938
986,Under Armour Hustle Storm Medium Duffle Bag,201704,0,0.48024
987,Under Armour Women's Ignite PIP VI Slide,201704,3,0.24525
988,Bag Boy Beverage Holder,201704,0,1.89356
989,Under Armour Men's Tech II T-Shirt,201704,7,1.41797
990,Team Golf New England Patriots Putter Grip,201704,6,2.28517
991,Under Armour Men's Compression EV SL Slide,201704,0,0.22573
992,Bridgestone e6 Straight Distance NFL Tennesse,201704,0,1.14507
993,Glove It Women's Mod Oval Golf Glove,201704,16,0.31753
994,Titleist Pro V1x High Numbers Golf Balls,201704,0,2.33485
995,Nike Women's Legend V-Neck T-Shirt,201704,1,0.36913
996,Under Armour Kids' Mercenary Slide,201704,13,1.82041
997,adidas Kids' F5 Messi FG Soccer Cleat,201704,0,2.22786
998,Children's heaters,201704,0,1.7125
999,Web Camera,201704,0,0.60638
1000,Dell Laptop,201704,3,0.56985
1001,Porcelain crafts,201704,0,0.67932
1002,Sports Books,201704,0,2.19697
1003,DVDs,201704,0,1.52327
1004,Industrial consumer electronics,201704,0,0.70648
1005,Fighting video games,201704,0,1.26348
1006,Summer dresses,201704,0,1.19219
1007,Lawn mower,201704,0,0.96015
1008,Adult dog supplies,201704,0,0.41583
1009,Rock music,201704,0,1.17605
1010,Elevation Training Mask 2.0,201704,0,1.55239
1011,LIJA Women's Mid-Length Panel Golf Shorts,201704,0,1.83195
1012,Toys,201704,0,2.12219
1013,Brooks Women's Ghost 6 Running Shoe,201704,0,2.32807
1014,Bag Boy M330 Push Cart,201704,6,2.15868
1015,Merrell Women's Grassbow Sport Hiking Shoe,201704,0,0.57064
1016,Nike Men's Free TR 5.0 TB Training Shoe,201704,0,1.64705
1017,Nike Women's Free 5.0 TR FIT PRT 4 Training S,201704,0,1.02864
1018,First aid kit,201704,0,1.74649
1019,CDs of rock,201704,0,1.59133
1020,Polar FT4 Heart Rate Monitor,201704,0,1.02079
1021,LIJA Women's Argyle Golf Polo,201704,0,0.79704
1022,TaylorMade White Smoke IN-12 Putter,201704,0,0.55742
1023,Fitbit The One Wireless Activity & Sleep Trac,201704,0,1.35022
1024,Nike Kids' Grade School KD VI Basketball Shoe,201704,0,1.81639
1025,The North Face Women's Recon Backpack,201704,0,0.26606
1026,Smart watch,201704,0,0.37939
1027,Baby sweater,201704,0,0.16886
1028,MDGolf Pittsburgh Penguins Putter,201704,7,1.0671
1029,Men's gala suit,201704,0,2.10979
1030,Merrell Men's All Out Flash Trail Running Sho,201704,0,0.95394
1031,Garmin Approach S3 Golf GPS Watch,201704,0,2.30857
1032,LIJA Women's Button Golf Dress,201704,0,2.33507
1033,Cleveland Golf Women's 588 RTX CB Satin Chrom,201704,0,0.69756
1034,Merrell Women's Siren Mid Waterproof Hiking B,201704,2,1.42868
1035,TaylorMade Women's RBZ SL Rescue,201704,1,1.65789
1036,Mio ALPHA Heart Rate Monitor/Sport Watch,201704,0,1.77112
1037,TaylorMade 2017 Purelite Stand Bag,201704,6,1.42333
1038,Cleveland Golf Collegiate My Custom Wedge 588,201704,0,1.37548
1039,adidas Brazuca 2017 Official Match Ball,201704,0,1.50239
1040,Nike Men's Fingertrap Max Training Shoe,201704,0,0.76882
1041,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201704,2,1.79506
1042,Nike Men's Kobe IX Elite Low Basketball Shoe,201704,0,1.26299
1043,Ogio Race Golf Shoes,201704,0,0.6956
1044,insta-bed Neverflat Air Mattress,201704,2,1.2184
1045,GolfBuddy VT3 GPS Watch,201704,0,0.69638
1046,Merrell Women's Grassbow Sport Waterproof Hik,201704,1,2.08293
1047,Titleist Small Wheeled Travel Cover,201704,0,2.01232
1048,Polar Loop Activity Tracker,201704,5,0.86549
1049,Pelican Maverick 100X Kayak,201704,0,2.00027
1050,Garmin Approach S4 Golf GPS Watch,201704,0,1.426
1051,Total Gym 1400,201704,0,0.56907
1052,Garmin Forerunner 910XT GPS Watch,201704,0,0.19279
1053,Titleist Club Glove Travel Cover,201704,0,1.06547
1054,GoPro HERO3+ Black Edition Camera,201704,0,0.7762
1055,Diamondback Boys' Insight 24 Performance Hybr,201704,0,0.44545
1056,Diamondback Girls' Clarity 24 Hybrid Bike 201,201704,0,1.62268
1057,Stiga Master Series ST3100 Competition Indoor,201704,0,0.44325
1058,SOLE E35 Elliptical,201704,26,0.24703
1059,Bushnell Pro X7 Jolt Slope Rangefinder,201704,22,0.51866
1060,SOLE E25 Elliptical,201704,2,1.26658
1061,Bowflex SelectTech 1090 Dumbbells,201704,14,2.18772
1062,Perfect Fitness Perfect Rip Deck,201703,57,0.39551
1063,Nike Men's Dri-FIT Victory Golf Polo,201703,619,0.91387
1064,O'Brien Men's Neoprene Life Vest,201703,175,2.09784
1065,Nike Men's Free 5.0+ Running Shoe,201703,97,0.24145
1066,Under Armour Girls' Toddler Spine Surge Runni,201703,176,0.19859
1067,Nike Men's CJ Elite 2 TD Football Cleat,201703,101,0.21878
1068,Field & Stream Sportsman 16 Gun Fire Safe,201703,91,1.12452
1069,Pelican Sunstream 100 Kayak,201703,100,1.53908
1070,Diamondback Women's Serene Classic Comfort Bi,201703,11,0.16137
1071,ENO Atlas Hammock Straps,201703,3,0.17242
1072,Nike Men's Comfort 2 Slide,201703,6,1.27835
1073,adidas Youth Germany Black/Red Away Match Soc,201703,10,0.44961
1074,Team Golf St. Louis Cardinals Putter Grip,201703,2,0.18107
1075,LIJA Women's Eyelet Sleeveless Golf Polo,201703,3,1.03368
1076,adidas Men's F10 Messi TRX FG Soccer Cleat,201703,11,2.1628
1077,Glove It Women's Imperial Golf Glove,201703,1,1.38468
1078,Glove It Imperial Golf Towel,201703,8,1.06243
1079,Bridgestone e6 Straight Distance NFL Carolina,201703,5,0.34205
1080,Glove It Women's Mod Oval 3-Zip Carry All Gol,201703,10,1.03023
1081,Columbia Men's PFG Anchor Tough T-Shirt,201703,26,1.31639
1082,Under Armour Women's Ignite Slide,201703,4,0.14667
1083,Team Golf Tennessee Volunteers Putter Grip,201703,3,0.42791
1084,Titleist Pro V1x High Numbers Personalized Go,201703,0,2.15695
1085,Nike Men's Deutschland Weltmeister Winners Bl,201703,1,1.1724
1086,Bridgestone e6 Straight Distance NFL San Dieg,201703,3,0.33193
1087,Nike Women's Tempo Shorts,201703,2,1.69635
1088,Team Golf Texas Longhorns Putter Grip,201703,0,0.12731
1089,Hirzl Women's Soffft Flex Golf Glove,201703,5,2.11909
1090,Clicgear 8.0 Shoe Brush,201703,3,0.82452
1091,Hirzl Women's Hybrid Golf Glove,201703,4,1.93927
1092,Team Golf Pittsburgh Steelers Putter Grip,201703,1,1.28826
1093,Top Flite Women's 2017 XL Hybrid,201703,0,1.27277
1094,Glove It Urban Brick Golf Towel,201703,6,2.1284
1095,Nike Dri-FIT Crew Sock 6 Pack,201703,3,1.38964
1096,TYR Boys' Team Digi Jammer,201703,4,0.96505
1097,Team Golf San Francisco Giants Putter Grip,201703,15,2.11189
1098,Clicgear Rovic Cooler Bag,201703,14,0.30921
1099,Hirzl Men's Hybrid Golf Glove,201703,0,2.3256
1100,Titleist Pro V1x Golf Balls,201703,18,2.24845
1101,adidas Men's Germany Black Crest Away Tee,201703,9,1.75702
1102,Titleist Pro V1 High Numbers Personalized Gol,201703,1,0.25708
1103,Under Armour Women's Micro G Skulpt Running S,201703,10,2.14362
1104,Under Armour Hustle Storm Medium Duffle Bag,201703,1,1.46297
1105,Under Armour Women's Ignite PIP VI Slide,201703,0,0.3046
1106,Bag Boy Beverage Holder,201703,11,1.19313
1107,Under Armour Men's Tech II T-Shirt,201703,19,0.50261
1108,Team Golf New England Patriots Putter Grip,201703,3,0.80445
1109,Under Armour Men's Compression EV SL Slide,201703,6,2.28587
1110,Bridgestone e6 Straight Distance NFL Tennesse,201703,2,1.24482
1111,Glove It Women's Mod Oval Golf Glove,201703,0,0.93273
1112,Titleist Pro V1x High Numbers Golf Balls,201703,14,1.66084
1113,Nike Women's Legend V-Neck T-Shirt,201703,5,2.09038
1114,Under Armour Kids' Mercenary Slide,201703,0,1.14825
1115,adidas Kids' F5 Messi FG Soccer Cleat,201703,1,1.37072
1116,Children's heaters,201703,0,1.50968
1117,Web Camera,201703,0,1.37945
1118,Dell Laptop,201703,5,2.04856
1119,Porcelain crafts,201703,0,0.7137
1120,Sports Books,201703,0,0.70763
1121,DVDs,201703,0,1.48331
1122,Industrial consumer electronics,201703,0,0.49854
1123,Fighting video games,201703,0,0.86901
1124,Summer dresses,201703,0,0.21262
1125,Lawn mower,201703,0,1.06525
1126,Adult dog supplies,201703,0,1.39757
1127,Rock music,201703,0,0.18115
1128,Elevation Training Mask 2.0,201703,0,0.37251
1129,LIJA Women's Mid-Length Panel Golf Shorts,201703,0,2.02252
1130,Toys,201703,0,1.80585
1131,Brooks Women's Ghost 6 Running Shoe,201703,0,1.42816
1132,Bag Boy M330 Push Cart,201703,9,1.76986
1133,Merrell Women's Grassbow Sport Hiking Shoe,201703,0,1.33642
1134,Nike Men's Free TR 5.0 TB Training Shoe,201703,0,1.79687
1135,Nike Women's Free 5.0 TR FIT PRT 4 Training S,201703,6,0.31117
1136,First aid kit,201703,0,1.52918
1137,CDs of rock,201703,0,2.19858
1138,Polar FT4 Heart Rate Monitor,201703,0,1.4583
1139,LIJA Women's Argyle Golf Polo,201703,0,1.31521
1140,TaylorMade White Smoke IN-12 Putter,201703,0,1.03998
1141,Fitbit The One Wireless Activity & Sleep Trac,201703,2,1.5287
1142,Nike Kids' Grade School KD VI Basketball Shoe,201703,0,1.70755
1143,The North Face Women's Recon Backpack,201703,0,0.21998
1144,Smart watch,201703,0,2.32836
1145,Baby sweater,201703,0,2.25429
1146,MDGolf Pittsburgh Penguins Putter,201703,0,0.69236
1147,Men's gala suit,201703,0,0.3827
1148,Merrell Men's All Out Flash Trail Running Sho,201703,0,0.17014
1149,Garmin Approach S3 Golf GPS Watch,201703,0,2.01727
1150,LIJA Women's Button Golf Dress,201703,0,2.29765
1151,Cleveland Golf Women's 588 RTX CB Satin Chrom,201703,0,0.51127
1152,Merrell Women's Siren Mid Waterproof Hiking B,201703,0,0.28227
1153,TaylorMade Women's RBZ SL Rescue,201703,0,2.03648
1154,Mio ALPHA Heart Rate Monitor/Sport Watch,201703,0,1.15999
1155,TaylorMade 2017 Purelite Stand Bag,201703,0,1.27134
1156,Cleveland Golf Collegiate My Custom Wedge 588,201703,0,0.54004
1157,adidas Brazuca 2017 Official Match Ball,201703,0,2.00759
1158,Nike Men's Fingertrap Max Training Shoe,201703,0,0.57377
1159,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201703,0,1.4208
1160,Nike Men's Kobe IX Elite Low Basketball Shoe,201703,0,1.88333
1161,Ogio Race Golf Shoes,201703,0,2.12774
1162,insta-bed Neverflat Air Mattress,201703,0,1.68446
1163,GolfBuddy VT3 GPS Watch,201703,0,0.60374
1164,Merrell Women's Grassbow Sport Waterproof Hik,201703,0,1.25847
1165,Titleist Small Wheeled Travel Cover,201703,2,1.96419
1166,Polar Loop Activity Tracker,201703,0,1.7738
1167,Pelican Maverick 100X Kayak,201703,0,0.24165
1168,Garmin Approach S4 Golf GPS Watch,201703,0,2.09296
1169,Total Gym 1400,201703,0,1.1239
1170,Garmin Forerunner 910XT GPS Watch,201703,0,1.35533
1171,Titleist Club Glove Travel Cover,201703,0,2.13051
1172,GoPro HERO3+ Black Edition Camera,201703,0,1.00876
1173,Diamondback Boys' Insight 24 Performance Hybr,201703,0,1.24593
1174,Diamondback Girls' Clarity 24 Hybrid Bike 201,201703,0,0.47958
1175,Stiga Master Series ST3100 Competition Indoor,201703,0,1.8108
1176,SOLE E35 Elliptical,201703,16,2.01744
1177,Bushnell Pro X7 Jolt Slope Rangefinder,201703,6,0.55303
1178,SOLE E25 Elliptical,201703,23,1.48924
1179,Bowflex SelectTech 1090 Dumbbells,201703,26,1.16548
1180,Perfect Fitness Perfect Rip Deck,201702,679,0.91894
1181,Nike Men's Dri-FIT Victory Golf Polo,201702,302,1.64554
1182,O'Brien Men's Neoprene Life Vest,201702,189,1.79941
1183,Nike Men's Free 5.0+ Running Shoe,201702,147,0.34474
1184,Under Armour Girls' Toddler Spine Surge Runni,201702,235,0.12529
1185,Nike Men's CJ Elite 2 TD Football Cleat,201702,99,1.44617
1186,Field & Stream Sportsman 16 Gun Fire Safe,201702,91,0.68193
1187,Pelican Sunstream 100 Kayak,201702,105,0.26709
1188,Diamondback Women's Serene Classic Comfort Bi,201702,81,1.98979
1189,ENO Atlas Hammock Straps,201702,0,1.73918
1190,Nike Men's Comfort 2 Slide,201702,4,0.92344
1191,adidas Youth Germany Black/Red Away Match Soc,201702,3,0.35793
1192,Team Golf St. Louis Cardinals Putter Grip,201702,0,1.83442
1193,LIJA Women's Eyelet Sleeveless Golf Polo,201702,14,2.29643
1194,adidas Men's F10 Messi TRX FG Soccer Cleat,201702,5,1.51604
1195,Glove It Women's Imperial Golf Glove,201702,0,0.33922
1196,Glove It Imperial Golf Towel,201702,0,0.50317
1197,Bridgestone e6 Straight Distance NFL Carolina,201702,8,1.84397
1198,Glove It Women's Mod Oval 3-Zip Carry All Gol,201702,0,0.58961
1199,Columbia Men's PFG Anchor Tough T-Shirt,201702,8,0.6007
1200,Under Armour Women's Ignite Slide,201702,0,2.06439
1201,Team Golf Tennessee Volunteers Putter Grip,201702,8,1.66517
1202,Titleist Pro V1x High Numbers Personalized Go,201702,0,0.52119
1203,Nike Men's Deutschland Weltmeister Winners Bl,201702,0,1.62649
1204,Bridgestone e6 Straight Distance NFL San Dieg,201702,3,1.71477
1205,Nike Women's Tempo Shorts,201702,0,0.92243
1206,Team Golf Texas Longhorns Putter Grip,201702,6,0.23071
1207,Hirzl Women's Soffft Flex Golf Glove,201702,4,0.65465
1208,Clicgear 8.0 Shoe Brush,201702,0,1.33091
1209,Hirzl Women's Hybrid Golf Glove,201702,2,1.23129
1210,Team Golf Pittsburgh Steelers Putter Grip,201702,1,0.82915
1211,Top Flite Women's 2017 XL Hybrid,201702,21,2.13743
1212,Glove It Urban Brick Golf Towel,201702,7,1.62744
1213,Nike Dri-FIT Crew Sock 6 Pack,201702,2,0.9058
1214,TYR Boys' Team Digi Jammer,201702,7,0.891
1215,Team Golf San Francisco Giants Putter Grip,201702,2,1.50541
1216,Clicgear Rovic Cooler Bag,201702,1,0.58051
1217,Hirzl Men's Hybrid Golf Glove,201702,12,1.99473
1218,Titleist Pro V1x Golf Balls,201702,11,1.56627
1219,adidas Men's Germany Black Crest Away Tee,201702,22,1.50176
1220,Titleist Pro V1 High Numbers Personalized Gol,201702,11,1.3341
1221,Under Armour Women's Micro G Skulpt Running S,201702,6,1.34409
1222,Under Armour Hustle Storm Medium Duffle Bag,201702,4,0.12361
1223,Under Armour Women's Ignite PIP VI Slide,201702,4,1.48304
1224,Bag Boy Beverage Holder,201702,0,1.26168
1225,Under Armour Men's Tech II T-Shirt,201702,14,0.43408
1226,Team Golf New England Patriots Putter Grip,201702,2,1.8753
1227,Under Armour Men's Compression EV SL Slide,201702,0,1.54393
1228,Bridgestone e6 Straight Distance NFL Tennesse,201702,1,1.50731
1229,Glove It Women's Mod Oval Golf Glove,201702,23,1.20941
1230,Titleist Pro V1x High Numbers Golf Balls,201702,0,2.23628
1231,Nike Women's Legend V-Neck T-Shirt,201702,9,2.23701
1232,Under Armour Kids' Mercenary Slide,201702,2,0.88451
1233,adidas Kids' F5 Messi FG Soccer Cleat,201702,3,1.57135
1234,Children's heaters,201702,0,1.73843
1235,Web Camera,201702,0,2.3387
1236,Dell Laptop,201702,39,1.13471
1237,Porcelain crafts,201702,0,2.2439
1238,Sports Books,201702,0,1.35525
1239,DVDs,201702,0,1.53947
1240,Industrial consumer electronics,201702,0,2.17559
1241,Fighting video games,201702,0,0.70485
1242,Summer dresses,201702,0,0.19652
1243,Lawn mower,201702,0,2.09754
1244,Adult dog supplies,201702,0,1.38877
1245,Rock music,201702,0,1.60965
1246,Elevation Training Mask 2.0,201702,0,1.36939
1247,LIJA Women's Mid-Length Panel Golf Shorts,201702,0,1.19415
1248,Toys,201702,0,1.22915
1249,Brooks Women's Ghost 6 Running Shoe,201702,0,0.95331
1250,Bag Boy M330 Push Cart,201702,0,0.85567
1251,Merrell Women's Grassbow Sport Hiking Shoe,201702,0,1.31982
1252,Nike Men's Free TR 5.0 TB Training Shoe,201702,0,2.27729
1253,Nike Women's Free 5.0 TR FIT PRT 4 Training S,201702,0,1.51046
1254,First aid kit,201702,0,1.19987
1255,CDs of rock,201702,0,0.38238
1256,Polar FT4 Heart Rate Monitor,201702,0,1.33353
1257,LIJA Women's Argyle Golf Polo,201702,0,1.3811
1258,TaylorMade White Smoke IN-12 Putter,201702,0,0.93774
1259,Fitbit The One Wireless Activity & Sleep Trac,201702,2,1.00113
1260,Nike Kids' Grade School KD VI Basketball Shoe,201702,0,1.78495
1261,The North Face Women's Recon Backpack,201702,0,0.46957
1262,Smart watch,201702,0,0.81987
1263,Baby sweater,201702,0,1.59907
1264,MDGolf Pittsburgh Penguins Putter,201702,0,1.87056
1265,Men's gala suit,201702,0,0.27487
1266,Merrell Men's All Out Flash Trail Running Sho,201702,0,1.49753
1267,Garmin Approach S3 Golf GPS Watch,201702,0,0.1202
1268,LIJA Women's Button Golf Dress,201702,0,0.67709
1269,Cleveland Golf Women's 588 RTX CB Satin Chrom,201702,0,0.72678
1270,Merrell Women's Siren Mid Waterproof Hiking B,201702,1,1.04301
1271,TaylorMade Women's RBZ SL Rescue,201702,0,2.12158
1272,Mio ALPHA Heart Rate Monitor/Sport Watch,201702,0,1.25235
1273,TaylorMade 2017 Purelite Stand Bag,201702,0,1.07664
1274,Cleveland Golf Collegiate My Custom Wedge 588,201702,0,1.54548
1275,adidas Brazuca 2017 Official Match Ball,201702,0,2.3418
1276,Nike Men's Fingertrap Max Training Shoe,201702,0,2.25422
1277,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201702,0,0.80069
1278,Nike Men's Kobe IX Elite Low Basketball Shoe,201702,0,1.05431
1279,Ogio Race Golf Shoes,201702,0,1.21307
1280,insta-bed Neverflat Air Mattress,201702,0,0.67349
1281,GolfBuddy VT3 GPS Watch,201702,0,1.12731
1282,Merrell Women's Grassbow Sport Waterproof Hik,201702,0,2.33803
1283,Titleist Small Wheeled Travel Cover,201702,0,0.8895
1284,Polar Loop Activity Tracker,201702,0,2.18426
1285,Pelican Maverick 100X Kayak,201702,0,2.20262
1286,Garmin Approach S4 Golf GPS Watch,201702,0,0.53505
1287,Total Gym 1400,201702,0,1.83943
1288,Garmin Forerunner 910XT GPS Watch,201702,0,1.20023
1289,Titleist Club Glove Travel Cover,201702,0,2.25092
1290,GoPro HERO3+ Black Edition Camera,201702,0,0.8576
1291,Diamondback Boys' Insight 24 Performance Hybr,201702,0,0.1891
1292,Diamondback Girls' Clarity 24 Hybrid Bike 201,201702,0,1.80266
1293,Stiga Master Series ST3100 Competition Indoor,201702,0,1.39626
1294,SOLE E35 Elliptical,201702,13,1.91587
1295,Bushnell Pro X7 Jolt Slope Rangefinder,201702,2,0.31626
1296,SOLE E25 Elliptical,201702,36,1.15565
1297,Bowflex SelectTech 1090 Dumbbells,201702,33,1.67115
1298,Perfect Fitness Perfect Rip Deck,201701,529,0.52827
1299,Nike Men's Dri-FIT Victory Golf Polo,201701,13,2.26937
1300,O'Brien Men's Neoprene Life Vest,201701,491,0.67102
1301,Nike Men's Free 5.0+ Running Shoe,201701,17,0.27078
1302,Under Armour Girls' Toddler Spine Surge Runni,201701,222,0.27599
1303,Nike Men's CJ Elite 2 TD Football Cleat,201701,188,0.75746
1304,Field & Stream Sportsman 16 Gun Fire Safe,201701,32,1.34606
1305,Pelican Sunstream 100 Kayak,201701,104,1.40562
1306,Diamondback Women's Serene Classic Comfort Bi,201701,15,1.30907
1307,ENO Atlas Hammock Straps,201701,12,2.04261
1308,Nike Men's Comfort 2 Slide,201701,1,1.29987
1309,adidas Youth Germany Black/Red Away Match Soc,201701,0,1.13098
1310,Team Golf St. Louis Cardinals Putter Grip,201701,0,2.10502
1311,LIJA Women's Eyelet Sleeveless Golf Polo,201701,9,1.15827
1312,adidas Men's F10 Messi TRX FG Soccer Cleat,201701,0,2.32591
1313,Glove It Women's Imperial Golf Glove,201701,23,1.42605
1314,Glove It Imperial Golf Towel,201701,6,0.89095
1315,Bridgestone e6 Straight Distance NFL Carolina,201701,1,1.77573
1316,Glove It Women's Mod Oval 3-Zip Carry All Gol,201701,6,0.85857
1317,Columbia Men's PFG Anchor Tough T-Shirt,201701,0,1.09663
1318,Under Armour Women's Ignite Slide,201701,0,1.54841
1319,Team Golf Tennessee Volunteers Putter Grip,201701,7,1.05592
1320,Titleist Pro V1x High Numbers Personalized Go,201701,10,0.50789
1321,Nike Men's Deutschland Weltmeister Winners Bl,201701,9,0.26436
1322,Bridgestone e6 Straight Distance NFL San Dieg,201701,6,1.82995
1323,Nike Women's Tempo Shorts,201701,1,0.77932
1324,Team Golf Texas Longhorns Putter Grip,201701,1,1.3324
1325,Hirzl Women's Soffft Flex Golf Glove,201701,21,0.36625
1326,Clicgear 8.0 Shoe Brush,201701,1,1.60907
1327,Hirzl Women's Hybrid Golf Glove,201701,0,0.73479
1328,Team Golf Pittsburgh Steelers Putter Grip,201701,1,0.94951
1329,Top Flite Women's 2017 XL Hybrid,201701,0,0.48646
1330,Glove It Urban Brick Golf Towel,201701,2,1.99243
1331,Nike Dri-FIT Crew Sock 6 Pack,201701,4,0.80879
1332,TYR Boys' Team Digi Jammer,201701,1,2.09162
1333,Team Golf San Francisco Giants Putter Grip,201701,0,1.18523
1334,Clicgear Rovic Cooler Bag,201701,7,1.06015
1335,Hirzl Men's Hybrid Golf Glove,201701,6,0.1121
1336,Titleist Pro V1x Golf Balls,201701,0,0.453
1337,adidas Men's Germany Black Crest Away Tee,201701,3,1.78696
1338,Titleist Pro V1 High Numbers Personalized Gol,201701,0,0.67251
1339,Under Armour Women's Micro G Skulpt Running S,201701,5,0.52718
1340,Under Armour Hustle Storm Medium Duffle Bag,201701,12,1.45269
1341,Under Armour Women's Ignite PIP VI Slide,201701,0,1.79812
1342,Bag Boy Beverage Holder,201701,0,0.31474
1343,Under Armour Men's Tech II T-Shirt,201701,17,1.45244
1344,Team Golf New England Patriots Putter Grip,201701,0,1.50699
1345,Under Armour Men's Compression EV SL Slide,201701,9,1.88764
1346,Bridgestone e6 Straight Distance NFL Tennesse,201701,6,0.41429
1347,Glove It Women's Mod Oval Golf Glove,201701,14,2.24533
1348,Titleist Pro V1x High Numbers Golf Balls,201701,2,0.7955
1349,Nike Women's Legend V-Neck T-Shirt,201701,2,0.71885
1350,Under Armour Kids' Mercenary Slide,201701,0,1.43643
1351,adidas Kids' F5 Messi FG Soccer Cleat,201701,10,1.48199
1352,Children's heaters,201701,0,2.03768
1353,Web Camera,201701,0,2.03583
1354,Dell Laptop,201701,15,0.58128
1355,Porcelain crafts,201701,0,0.69135
1356,Sports Books,201701,0,2.32011
1357,DVDs,201701,0,1.77452
1358,Industrial consumer electronics,201701,0,1.71856
1359,Fighting video games,201701,0,2.07795
1360,Summer dresses,201701,0,0.65346
1361,Lawn mower,201701,0,0.1902
1362,Adult dog supplies,201701,0,0.21092
1363,Rock music,201701,0,0.38304
1364,Elevation Training Mask 2.0,201701,0,0.91883
1365,LIJA Women's Mid-Length Panel Golf Shorts,201701,0,0.42023
1366,Toys,201701,0,2.10126
1367,Brooks Women's Ghost 6 Running Shoe,201701,0,0.76509
1368,Bag Boy M330 Push Cart,201701,0,1.75165
1369,Merrell Women's Grassbow Sport Hiking Shoe,201701,0,1.47058
